Move,TimeUsed,TotalTime,Eval
655,6.7,"(200.9, 442.5)",[]
656,6.7,"(200.9, 442.5)",[]
657,6.7,"(200.9, 442.5)",[]
658,6.7,"(200.9, 442.5)",[]
659,6.7,"(200.9, 442.5)",[]
660,6.7,"(200.9, 442.5)",[]
661,6.7,"(200.9, 442.5)",[]
662,6.7,"(200.9, 442.5)",[]
663,6.7,"(200.9, 442.5)",[]
664,6.7,"(200.9, 442.5)",[]
665,6.7,"(200.9, 442.5)",[]
666,6.7,"(200.9, 442.5)",[]
667,6.7,"(200.9, 442.5)",[]
668,6.7,"(200.9, 442.5)",[]
669,6.7,"(200.9, 442.5)",[]
670,6.7,"(200.9, 442.5)",[]
671,6.7,"(200.9, 442.5)",[]
672,6.7,"(200.9, 442.5)",[]
673,6.7,"(200.9, 442.5)",[]
674,6.7,"(200.9, 442.5)",[]
675,6.7,"(200.9, 442.5)",[]
676,6.7,"(200.9, 442.5)",[]
677,6.7,"(200.9, 442.5)",[]
678,6.7,"(200.9, 442.5)",[]
679,6.7,"(200.9, 442.5)",[]
680,6.7,"(200.9, 442.5)",[]
681,6.7,"(200.9, 442.5)",[]
682,6.7,"(200.9, 442.5)",[]
683,6.09,"(240.5, 442.5)",['d6d7']
684,6.09,"(240.5, 442.5)",[]
685,6.09,"(240.5, 442.5)",[]
686,6.09,"(240.5, 442.5)",[]
687,6.09,"(240.5, 442.5)",[]
688,6.09,"(240.5, 442.5)",[]
689,6.09,"(240.5, 442.5)",[]
690,6.09,"(240.5, 442.5)",[]
691,6.09,"(240.5, 442.5)",[]
692,6.09,"(240.5, 442.5)",[]
693,6.09,"(240.5, 442.5)",[]
694,6.09,"(240.5, 442.5)",[]
695,6.09,"(240.5, 442.5)",[]
696,6.09,"(240.5, 442.5)",[]
697,6.09,"(240.5, 442.5)",[]
698,6.09,"(240.5, 442.5)",[]
699,6.09,"(240.5, 442.5)",[]
700,6.09,"(240.5, 442.5)",[]
701,6.09,"(240.5, 442.5)",[]
702,6.09,"(240.5, 442.5)",[]
703,6.09,"(240.5, 442.5)",[]
704,6.09,"(240.5, 442.5)",[]
705,8.54,"(240.5, 464.2)",['e3e1']
706,8.54,"(240.5, 464.2)",[]
707,8.54,"(240.5, 464.2)",[]
708,8.54,"(240.5, 464.2)",[]
709,8.54,"(240.5, 464.2)",[]
710,8.65,"(245.7, 464.2)",['c1e1']
711,8.66,"(245.7, 465.0)",['b7c6']
712,8.66,"(245.7, 465.0)",[]
713,8.66,"(245.7, 465.0)",[]
714,8.66,"(245.7, 465.0)",[]
715,8.66,"(245.7, 465.0)",[]
716,8.66,"(245.7, 465.0)",[]
717,8.66,"(245.7, 465.0)",[]
718,8.66,"(245.7, 465.0)",[]
719,8.66,"(245.7, 465.0)",[]
720,8.66,"(245.7, 465.0)",[]
721,8.66,"(245.7, 465.0)",[]
722,8.66,"(245.7, 465.0)",[]
723,8.66,"(245.7, 465.0)",[]
724,8.66,"(245.7, 465.0)",[]
725,8.66,"(245.7, 465.0)",[]
726,8.66,"(245.7, 465.0)",[]
727,8.66,"(245.7, 465.0)",[]
728,8.66,"(245.7, 465.0)",[]
729,8.66,"(245.7, 465.0)",[]
730,8.39,"(265.0, 465.0)",['e1e7']
731,8.39,"(265.0, 465.0)",[]
732,8.39,"(265.0, 465.0)",[]
733,8.39,"(265.0, 465.0)",[]
734,8.39,"(265.0, 465.0)",[]
735,8.39,"(265.0, 465.0)",[]
736,8.39,"(265.0, 465.0)",[]
737,8.39,"(265.0, 465.0)",[]
738,8.39,"(265.0, 465.0)",[]
739,8.39,"(265.0, 465.0)",[]
740,8.39,"(265.0, 465.0)",[]
741,8.39,"(265.0, 465.0)",[]
742,8.39,"(265.0, 465.0)",[]
743,8.39,"(265.0, 465.0)",[]
744,8.39,"(265.0, 465.0)",[]
745,8.39,"(265.0, 465.0)",[]
746,8.39,"(265.0, 465.0)",[]
747,8.39,"(265.0, 465.0)",[]
748,8.39,"(265.0, 465.0)",[]
749,8.39,"(265.0, 465.0)",[]
750,8.39,"(265.0, 465.0)",[]
751,8.39,"(265.0, 465.0)",[]
752,8.39,"(265.0, 465.0)",[]
753,8.39,"(265.0, 465.0)",[]
754,8.39,"(265.0, 465.0)",[]
755,8.39,"(265.0, 465.0)",[]
756,8.39,"(265.0, 465.0)",[]
757,8.39,"(265.0, 465.0)",[]
758,8.39,"(265.0, 465.0)",[]
759,8.39,"(265.0, 465.0)",[]
760,8.39,"(265.0, 465.0)",[]
761,8.39,"(265.0, 465.0)",[]
762,8.39,"(265.0, 465.0)",[]
763,8.39,"(265.0, 465.0)",[]
764,8.39,"(265.0, 465.0)",[]
765,8.39,"(265.0, 465.0)",[]
766,8.6,"(265.0, 501.0)",['a5d8']
767,8.6,"(265.0, 501.0)",[]
768,8.6,"(265.0, 501.0)",[]
769,8.6,"(265.0, 501.0)",[]
770,8.6,"(265.0, 501.0)",[]
771,8.6,"(265.0, 501.0)",[]
772,8.6,"(265.0, 501.0)",[]
773,8.5,"(271.5, 501.0)",['e7f7']
774,8.5,"(271.5, 501.0)",[]
775,9.32,"(271.5, 503.5)",['c6d6']
776,9.32,"(271.5, 503.5)",[]
777,9.32,"(271.5, 503.5)",[]
778,9.32,"(271.5, 503.5)",[]
779,9.32,"(271.5, 503.5)",[]
780,9.32,"(271.5, 503.5)",[]
781,9.32,"(271.5, 503.5)",[]
782,9.32,"(271.5, 503.5)",[]
783,9.32,"(271.5, 503.5)",[]
784,9.32,"(271.5, 503.5)",[]
785,9.32,"(271.5, 503.5)",[]
786,9.05,"(281.8, 503.5)",['f7g7']
787,9.05,"(281.8, 503.5)",[]
788,9.05,"(281.8, 503.5)",[]
789,9.05,"(281.8, 503.5)",[]
790,9.05,"(281.8, 503.5)",[]
791,9.05,"(281.8, 503.5)",[]
792,9.05,"(281.8, 503.5)",[]
793,9.05,"(281.8, 503.5)",[]
794,9.05,"(281.8, 503.5)",[]
795,9.05,"(281.8, 503.5)",[]
796,9.05,"(281.8, 503.5)",[]
797,9.05,"(281.8, 503.5)",[]
798,9.05,"(281.8, 503.5)",[]
799,9.05,"(281.8, 503.5)",[]
800,9.38,"(281.8, 517.4)",['d8e7']
801,9.38,"(281.8, 517.4)",[]
802,9.38,"(281.8, 517.4)",[]
803,9.38,"(281.8, 517.4)",[]
804,8.61,"(285.7, 517.4)",['g7h7']
805,9.41,"(285.7, 518.6)",['d6d7']
806,9.41,"(285.7, 518.6)",[]
807,10.15,"(288.2, 518.6)",['g1f2']
808,10.15,"(288.2, 518.6)",[]
809,10.15,"(288.2, 518.6)",[]
810,10.15,"(288.2, 518.6)",[]
811,10.15,"(288.2, 518.6)",[]
812,10.15,"(288.2, 518.6)",[]
813,10.15,"(288.2, 518.6)",[]
814,10.15,"(288.2, 518.6)",[]
815,10.15,"(288.2, 518.6)",[]
816,10.15,"(288.2, 518.6)",[]
817,10.15,"(288.2, 518.6)",[]
818,10.15,"(288.2, 518.6)",[]
819,16.83,"(288.2, 530.5)",['d7c6']
820,16.83,"(288.2, 530.5)",[]
821,16.83,"(288.2, 530.5)",[]
