MoveS,MovePGN,Player,TimeUsed,Time,Evaluation,HRDelta,TPM,Board,Game,DeltaPos,maxi,mini
Qxa5,['d5a5'],b,313.7,638,-2.27,14.0,1.3999999999999773,1rr3k1/4ppbp/3p2p1/q7/8/2P4P/2QB1PP1/2R2RK1 w - - 0 27,Game0816-7,0.2400000000000002,4,0
c4,['c3c4'],w,336.3,650,-2.34,6.0,12.900000000000034,1rr3k1/4ppbp/3p2p1/q7/2P5/7P/2QB1PP1/2R2RK1 b - - 0 27,Game0816-7,0.06999999999999984,3,0
Qc5,['a5c5'],b,336.5,673,-2.4,1.0,22.80000000000001,1rr3k1/4ppbp/3p2p1/2q5/2P5/7P/2QB1PP1/2R2RK1 w - - 1 28,Game0816-7,0.06000000000000005,0,-1
Rfe1,['f1e1'],w,354.0,691,-3.93,7.0,17.69999999999999,1rr3k1/4ppbp/3p2p1/2q5/2P5/7P/2QB1PP1/2R1R1K1 b - - 2 28,Game0816-7,1.5300000000000002,3,0
e6,['e7e6'],b,354.2,709,-1.46,-1.0,17.69999999999999,1rr3k1/5pbp/3pp1p1/2q5/2P5/7P/2QB1PP1/2R1R1K1 w - - 0 29,Game0816-7,2.47,2,0
Bf4,['d2f4'],w,366.9,722,-4.66,0.0,12.899999999999977,1rr3k1/5pbp/3pp1p1/2q5/2P2B2/7P/2Q2PP1/2R1R1K1 b - - 1 29,Game0816-7,3.2,0,-1
Rb4,['b8b4'],b,375.1,742,-1.95,2.0,20.900000000000034,2r3k1/5pbp/3pp1p1/2q5/1rP2B2/7P/2Q2PP1/2R1R1K1 w - - 2 30,Game0816-7,2.71,0,-1
Re2,['e1e2'],w,421.2,797,-5.04,1.0,54.30000000000001,2r3k1/5pbp/3pp1p1/2q5/1rP2B2/7P/2Q1RPP1/2R3K1 b - - 3 30,Game0816-7,3.09,0,-1
Rxc4,['b4c4'],b,387.7,809,-0.18,4.0,12.599999999999966,2r3k1/5pbp/3pp1p1/2q5/2r2B2/7P/2Q1RPP1/2R3K1 w - - 0 31,Game0816-7,4.86,0,-4
Qxc4,['c2c4'],w,427.2,815,-0.37,5.0,6.0,2r3k1/5pbp/3pp1p1/2q5/2Q2B2/7P/4RPP1/2R3K1 b - - 0 31,Game0816-7,0.19,0,-4
Qxc4,"['c5c4', 'c1c4']",b,389.3,817,-0.17,8.0,1.6000000000000227,2r3k1/5pbp/3pp1p1/8/2R2B2/7P/4RPP1/6K1 b - - 0 32,Game0816-7,0.19999999999999998,3,0
Rxc4,"['c5c4', 'c1c4']",w,427.6,817,-0.17,6.0,0.4000000000000341,2r3k1/5pbp/3pp1p1/8/2R2B2/7P/4RPP1/6K1 b - - 0 32,Game0816-7,0.0,0,-3
Rxc4,['c8c4'],b,390.3,818,-0.43,7.0,1.0,6k1/5pbp/3pp1p1/8/2r2B2/7P/4RPP1/6K1 w - - 0 33,Game0816-7,0.26,2,0
Bxd6,['f4d6'],w,428.0,819,-0.38,8.0,0.39999999999997726,6k1/5pbp/3Bp1p1/8/2r5/7P/4RPP1/6K1 b - - 0 33,Game0816-7,0.04999999999999999,2,-1
Rc1+,['c4c1'],b,417.2,846,-0.25,6.0,26.899999999999977,6k1/5pbp/3Bp1p1/8/8/7P/4RPP1/2r3K1 w - - 1 34,Game0816-7,0.13,1,-1
Kh2,['g1h2'],w,431.7,849,-0.09,0.0,3.6999999999999886,6k1/5pbp/3Bp1p1/8/8/7P/4RPPK/2r5 b - - 2 34,Game0816-7,0.16,0,-6
Rc6,['c1c6'],b,424.3,856,-0.22,8.0,7.100000000000023,6k1/5pbp/2rBp1p1/8/8/7P/4RPPK/8 w - - 3 35,Game0816-7,0.13,1,0
Ba3,['d6a3'],w,456.9,882,-0.2,2.0,25.19999999999999,6k1/5pbp/2r1p1p1/8/8/B6P/4RPPK/8 b - - 4 35,Game0816-7,0.01999999999999999,1,-3
Bd4,['g7d4'],b,440.2,898,-0.25,14.0,15.899999999999977,6k1/5p1p/2r1p1p1/8/3b4/B6P/4RPPK/8 w - - 5 36,Game0816-7,0.04999999999999999,2,0
g3,['g2g3'],w,499.4,940,-0.45,2.0,42.5,6k1/5p1p/2r1p1p1/8/3b4/B5PP/4RP1K/8 b - - 0 36,Game0816-7,0.2,1,0
Ra6,['c6a6'],b,447.6,947,-0.35,1.0,7.400000000000034,6k1/5p1p/r3p1p1/8/3b4/B5PP/4RP1K/8 w - - 1 37,Game0816-7,0.10000000000000003,2,0
Bc1,['a3c1'],w,514.5,963,-0.52,1.0,15.100000000000023,6k1/5p1p/r3p1p1/8/3b4/6PP/4RP1K/2B5 b - - 2 37,Game0816-7,0.17000000000000004,0,-1
Kg7,['g8g7'],b,463.6,979,-0.39,4.0,16.0,8/5pkp/r3p1p1/8/3b4/6PP/4RP1K/2B5 w - - 3 38,Game0816-7,0.13,0,-2
f3,['f2f3'],w,525.2,989,-0.52,1.0,10.700000000000045,8/5pkp/r3p1p1/8/3b4/5PPP/4R2K/2B5 b - - 0 38,Game0816-7,0.13,0,-1
Bc5,['d4c5'],b,485.1,1011,-0.52,11.0,21.5,8/5pkp/r3p1p1/2b5/8/5PPP/4R2K/2B5 w - - 1 39,Game0816-7,0.0,2,0
Re5,['e2e5'],w,533.1,1019,-5.81,4.0,7.899999999999977,8/5pkp/r3p1p1/2b1R3/8/5PPP/7K/2B5 b - - 2 39,Game0816-7,5.289999999999999,0,-3
Bd6,['c5d6'],b,498.2,1032,-0.48,9.0,13.099999999999966,8/5pkp/r2bp1p1/4R3/8/5PPP/7K/2B5 w - - 3 40,Game0816-7,5.33,0,-2
Re2,['e5e2'],w,554.1,1053,-0.68,2.0,21.0,8/5pkp/r2bp1p1/8/8/5PPP/4R2K/2B5 b - - 4 40,Game0816-7,0.20000000000000007,0,-2
Rc6,['a6c6'],b,499.9,1054,-0.62,8.0,1.6999999999999886,8/5pkp/2rbp1p1/8/8/5PPP/4R2K/2B5 w - - 5 41,Game0816-7,0.06000000000000005,3,0
Bb2+,['c1b2'],w,556.1,1056,-0.38,3.0,2.0,8/5pkp/2rbp1p1/8/8/5PPP/1B2R2K/8 b - - 6 41,Game0816-7,0.24,1,-1
Kf8,['g7f8'],b,522.2,1079,-0.43,3.0,22.300000000000068,5k2/5p1p/2rbp1p1/8/8/5PPP/1B2R2K/8 w - - 7 42,Game0816-7,0.04999999999999999,0,-1
Kg2,['h2g2'],w,557.2,1080,-0.18,1.0,1.1000000000000227,5k2/5p1p/2rbp1p1/8/8/5PPP/1B2R1K1/8 b - - 8 42,Game0816-7,0.25,0,-2
Ke7,['f8e7'],b,541.7,1099,-0.12,7.0,19.5,8/4kp1p/2rbp1p1/8/8/5PPP/1B2R1K1/8 w - - 9 43,Game0816-7,0.06,0,-2
Bg7,['b2g7'],w,563.2,1105,-0.77,7.0,6.0,8/4kpBp/2rbp1p1/8/8/5PPP/4R1K1/8 b - - 10 43,Game0816-7,0.65,1,0
f6,['f7f6'],b,559.7,1123,-0.75,9.0,18.0,8/4k1Bp/2rbppp1/8/8/5PPP/4R1K1/8 w - - 0 44,Game0816-7,0.020000000000000018,7,0
g4,['g3g4'],w,582.5,1143,-3.45,14.0,19.299999999999955,8/4k1Bp/2rbppp1/8/6P1/5P1P/4R1K1/8 b - - 0 44,Game0816-7,2.7,0,-4
Kf7,['e7f7'],b,572.4,1155,-3.51,5.0,12.699999999999932,8/5kBp/2rbppp1/8/6P1/5P1P/4R1K1/8 w - - 1 45,Game0816-7,0.05999999999999961,0,-3
Bh6,['g7h6'],w,583.2,1156,-3.24,15.0,0.7000000000000455,8/5k1p/2rbpppB/8/6P1/5P1P/4R1K1/8 b - - 2 45,Game0816-7,0.2699999999999996,6,0
g5,['g6g5'],b,576.3,1160,-3.41,7.0,3.8999999999999773,8/5k1p/2rbpp1B/6p1/6P1/5P1P/4R1K1/8 w - - 0 46,Game0816-7,0.16999999999999993,2,0
h4,['h3h4'],w,585.2,1162,-3.71,10.0,2.0,8/5k1p/2rbpp1B/6p1/6PP/5P2/4R1K1/8 b - - 0 46,Game0816-7,0.2999999999999998,4,0
Kg6,['f7g6'],b,582.5,1168,-0.25,5.0,6.2000000000000455,8/7p/2rbppkB/6p1/6PP/5P2/4R1K1/8 w - - 1 47,Game0816-7,3.46,0,-1
hxg5,['h4g5'],w,589.0,1172,-0.28,6.0,3.7999999999999545,8/7p/2rbppkB/6P1/6P1/5P2/4R1K1/8 b - - 0 47,Game0816-7,0.030000000000000027,1,0
fxg5,['f6g5'],b,583.8,1173,0.0,6.0,1.2999999999999545,8/7p/2rbp1kB/6p1/6P1/5P2/4R1K1/8 w - - 0 48,Game0816-7,0.28,0,0
Rxe6+,['e2e6'],w,592.1,1176,-0.02,6.0,3.1000000000000227,8/7p/2rbR1kB/6p1/6P1/5P2/6K1/8 b - - 0 48,Game0816-7,0.02,0,0
Kf7,['g6f7'],b,587.0,1180,-0.03,6.0,3.2000000000000455,8/5k1p/2rbR2B/6p1/6P1/5P2/6K1/8 w - - 1 49,Game0816-7,0.009999999999999998,0,-1
Re2,['e6e2'],w,599.8,1187,-0.39,7.0,7.699999999999932,8/5k1p/2rb3B/6p1/6P1/5P2/4R1K1/8 b - - 2 49,Game0816-7,0.36,2,0
Kg6,"['f7g6', 'e2f2']",b,588.5,1189,-5.75,7.0,1.5,8/7p/2rb2kB/6p1/6P1/5P2/5RK1/8 b - - 4 50,Game0816-7,5.36,0,0
Rf2,"['f7g6', 'e2f2']",w,599.9,1189,-5.75,5.0,0.10000000000002274,8/7p/2rb2kB/6p1/6P1/5P2/5RK1/8 b - - 4 50,Game0816-7,0.0,0,0
Kf7,['g6f7'],b,589.6,1190,0.22,7.0,1.1000000000000227,8/5k1p/2rb3B/6p1/6P1/5P2/5RK1/8 w - - 5 51,Game0816-7,5.97,0,0
e4,['e2e4'],w,0.0,0,0.38,2.0,0.0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Game0813-3,0.38,2,0
e5,['e7e5'],b,0.1,1,0.42,-2.0,0.1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0813-3,0.03999999999999998,0,-4
Nf3,['g1f3'],w,1.4,2,0.37,1.0,1.4,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Game0813-3,0.04999999999999999,2,0
Nc6,['b8c6'],b,4.0,6,0.62,1.0,3.9,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Game0813-3,0.25,1,-2
Nc3,['b1c3'],w,6.7,11,0.21,0.0,5.300000000000001,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Game0813-3,0.41000000000000003,0,-2
Nf6,['g8f6'],b,5.1,12,0.12,2.0,1.0999999999999996,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,Game0813-3,0.09,8,0
Qe2,['d1e2'],w,13.5,19,-0.69,1.0,6.8,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPPQPPP/R1B1KB1R b KQkq - 5 4,Game0813-3,0.8099999999999999,2,0
g6,['g7g6'],b,6.4,20,0.57,-7.0,1.3000000000000007,r1bqkb1r/pppp1p1p/2n2np1/4p3/4P3/2N2N2/PPPPQPPP/R1B1KB1R w KQkq - 0 5,Game0813-3,1.2599999999999998,0,-2
g3,['g2g3'],w,17.4,24,-0.43,0.0,3.8999999999999986,r1bqkb1r/pppp1p1p/2n2np1/4p3/4P3/2N2NP1/PPPPQP1P/R1B1KB1R b KQkq - 0 5,Game0813-3,1.0,1,0
Bg7,['f8g7'],b,7.2,25,-0.38,-5.0,0.7999999999999998,r1bqk2r/pppp1pbp/2n2np1/4p3/4P3/2N2NP1/PPPPQP1P/R1B1KB1R w KQkq - 1 6,Game0813-3,0.04999999999999999,2,0
Bh3,['f1h3'],w,20.8,28,-0.84,-1.0,3.400000000000002,r1bqk2r/pppp1pbp/2n2np1/4p3/4P3/2N2NPB/PPPPQP1P/R1B1K2R b KQkq - 2 6,Game0813-3,0.45999999999999996,0,-1
d6,['d7d6'],b,17.0,38,-0.42,-6.0,9.8,r1bqk2r/ppp2pbp/2np1np1/4p3/4P3/2N2NPB/PPPPQP1P/R1B1K2R w KQkq - 0 7,Game0813-3,0.42,0,-5
b3,['b2b3'],w,28.4,46,-9.92,1.0,7.599999999999998,r1bqk2r/ppp2pbp/2np1np1/4p3/4P3/1PN2NPB/P1PPQP1P/R1B1K2R b KQkq - 0 7,Game0813-3,9.5,2,0
Bxh3,['c8h3'],b,20.4,49,-9.49,-1.0,3.3999999999999986,r2qk2r/ppp2pbp/2np1np1/4p3/4P3/1PN2NPb/P1PPQP1P/R1B1K2R w KQkq - 0 8,Game0813-3,0.4299999999999997,3,0
d3,['d2d3'],w,39.5,60,-9.61,-3.0,11.100000000000001,r2qk2r/ppp2pbp/2np1np1/4p3/4P3/1PNP1NPb/P1P1QP1P/R1B1K2R b KQkq - 0 8,Game0813-3,0.11999999999999922,4,0
Nd4,['c6d4'],b,28.0,68,-8.55,-1.0,7.600000000000001,r2qk2r/ppp2pbp/3p1np1/4p3/3nP3/1PNP1NPb/P1P1QP1P/R1B1K2R w KQkq - 1 9,Game0813-3,1.0599999999999987,1,-1
Qe3,['e2e3'],w,42.0,70,-13.78,-8.0,2.5,r2qk2r/ppp2pbp/3p1np1/4p3/3nP3/1PNPQNPb/P1P2P1P/R1B1K2R b KQkq - 2 9,Game0813-3,5.229999999999999,1,0
Nxf3+,['d4f3'],b,38.8,81,-8.65,-6.0,10.799999999999997,r2qk2r/ppp2pbp/3p1np1/4p3/4P3/1PNPQnPb/P1P2P1P/R1B1K2R w KQkq - 0 10,Game0813-3,5.129999999999999,4,0
Qxf3,['e3f3'],w,46.3,86,-8.85,-10.0,4.299999999999997,r2qk2r/ppp2pbp/3p1np1/4p3/4P3/1PNP1QPb/P1P2P1P/R1B1K2R b KQkq - 0 10,Game0813-3,0.1999999999999993,0,-2
Qd7,['d8d7'],b,54.6,101,-7.78,-3.0,15.800000000000004,r3k2r/pppq1pbp/3p1np1/4p3/4P3/1PNP1QPb/P1P2P1P/R1B1K2R w KQkq - 1 11,Game0813-3,1.0699999999999994,2,0
Ne2,['c3e2'],w,69.2,124,-8.97,-1.0,22.900000000000006,r3k2r/pppq1pbp/3p1np1/4p3/4P3/1P1P1QPb/P1P1NP1P/R1B1K2R b KQkq - 2 11,Game0813-3,1.1900000000000004,4,0
Bg4,['h3g4'],b,71.0,141,-8.93,-4.0,16.4,r3k2r/pppq1pbp/3p1np1/4p3/4P1b1/1P1P1QP1/P1P1NP1P/R1B1K2R w KQkq - 3 12,Game0813-3,0.040000000000000924,1,0
Qe3,['f3e3'],w,78.0,149,-9.43,-4.0,8.799999999999997,r3k2r/pppq1pbp/3p1np1/4p3/4P1b1/1P1PQ1P1/P1P1NP1P/R1B1K2R b KQkq - 4 12,Game0813-3,0.5,0,-2
Bxe2,['g4e2'],b,83.8,162,-7.86,4.0,12.799999999999997,r3k2r/pppq1pbp/3p1np1/4p3/4P3/1P1PQ1P1/P1P1bP1P/R1B1K2R w KQkq - 0 13,Game0813-3,1.5699999999999994,7,-1
Kxe2,['e1e2'],w,80.5,165,-8.7,-2.0,2.5,r3k2r/pppq1pbp/3p1np1/4p3/4P3/1P1PQ1P1/P1P1KP1P/R1B4R b kq - 0 13,Game0813-3,0.839999999999999,1,0
Ng4,['f6g4'],b,87.7,169,-8.09,-3.0,3.9000000000000057,r3k2r/pppq1pbp/3p2p1/4p3/4P1n1/1P1PQ1P1/P1P1KP1P/R1B4R w kq - 1 14,Game0813-3,0.6099999999999994,5,0
Kf3,['e2f3'],w,85.5,174,-11.44,-4.0,5.0,r3k2r/pppq1pbp/3p2p1/4p3/4P1n1/1P1PQKP1/P1P2P1P/R1B4R b kq - 2 14,Game0813-3,3.3499999999999996,2,0
Nxe3,['g4e3'],b,97.9,184,-11.17,-3.0,10.200000000000003,r3k2r/pppq1pbp/3p2p1/4p3/4P3/1P1PnKP1/P1P2P1P/R1B4R w kq - 0 15,Game0813-3,0.2699999999999996,1,0
Bxe3,['c1e3'],w,87.1,185,-11.53,-6.0,1.5999999999999943,r3k2r/pppq1pbp/3p2p1/4p3/4P3/1P1PBKP1/P1P2P1P/R6R b kq - 0 15,Game0813-3,0.35999999999999943,0,-1
O-O-O,['e8c8'],b,111.7,199,-10.46,-2.0,13.799999999999997,2kr3r/pppq1pbp/3p2p1/4p3/4P3/1P1PBKP1/P1P2P1P/R6R w - - 1 16,Game0813-3,1.0699999999999985,0,-3
d4,['d3d4'],w,88.4,201,-12.51,-4.0,1.3000000000000114,2kr3r/pppq1pbp/3p2p1/4p3/3PP3/1P2BKP1/P1P2P1P/R6R b - - 0 16,Game0813-3,2.049999999999999,0,0
exd4,['e5d4'],b,116.1,205,-12.93,1.0,4.3999999999999915,2kr3r/pppq1pbp/3p2p1/8/3pP3/1P2BKP1/P1P2P1P/R6R w - - 0 17,Game0813-3,0.41999999999999993,5,0
Bg5,['e3g5'],w,93.5,210,-13.08,-4.0,5.099999999999994,2kr3r/pppq1pbp/3p2p1/6B1/3pP3/1P3KP1/P1P2P1P/R6R b - - 1 17,Game0813-3,0.15000000000000036,0,-1
Rde8,['d8e8'],b,134.1,228,-12.79,-6.0,18.0,2k1r2r/pppq1pbp/3p2p1/6B1/3pP3/1P3KP1/P1P2P1P/R6R w - - 2 18,Game0813-3,0.2900000000000009,0,-8
Rhd1,['h1d1'],w,95.7,230,-13.64,-3.0,2.200000000000003,2k1r2r/pppq1pbp/3p2p1/6B1/3pP3/1P3KP1/P1P2P1P/R2R4 b - - 3 18,Game0813-3,0.8500000000000014,0,-2
c5,['c7c5'],b,140.2,236,-12.5,0.0,6.099999999999994,2k1r2r/pp1q1pbp/3p2p1/2p3B1/3pP3/1P3KP1/P1P2P1P/R2R4 w - - 0 19,Game0813-3,1.1400000000000006,8,0
b4,['b3b4'],w,97.6,238,-13.36,-1.0,1.8999999999999915,2k1r2r/pp1q1pbp/3p2p1/2p3B1/1P1pP3/5KP1/P1P2P1P/R2R4 b - - 0 19,Game0813-3,0.8599999999999994,0,-1
Qa4,['d7a4'],b,155.7,254,-12.51,-7.0,15.5,2k1r2r/pp3pbp/3p2p1/2p3B1/qP1pP3/5KP1/P1P2P1P/R2R4 w - - 1 20,Game0813-3,0.8499999999999996,4,0
Rxd4,['d1d4'],w,99.5,256,-15.38,-3.0,1.9000000000000057,2k1r2r/pp3pbp/3p2p1/2p3B1/qP1RP3/5KP1/P1P2P1P/R7 b - - 0 20,Game0813-3,2.870000000000001,2,0
Qc6,['a4c6'],b,170.0,270,-13.93,-6.0,14.300000000000011,2k1r2r/pp3pbp/2qp2p1/2p3B1/1P1RP3/5KP1/P1P2P1P/R7 w - - 1 21,Game0813-3,1.450000000000001,3,0
Rc4,['d4c4'],w,103.8,274,-16.99,-4.0,4.299999999999997,2k1r2r/pp3pbp/2qp2p1/2p3B1/1PR1P3/5KP1/P1P2P1P/R7 b - - 2 21,Game0813-3,3.0599999999999987,0,-1
d5,['d6d5'],b,177.5,282,-14.14,-3.0,7.5,2k1r2r/pp3pbp/2q3p1/2pp2B1/1PR1P3/5KP1/P1P2P1P/R7 w - - 0 22,Game0813-3,2.849999999999998,0,-4
Rxc5,['c4c5'],w,108.1,286,-14.56,-3.0,4.299999999999997,2k1r2r/pp3pbp/2q3p1/2Rp2B1/1P2P3/5KP1/P1P2P1P/R7 b - - 0 22,Game0813-3,0.41999999999999993,0,-1
dxe4+,['d5e4'],b,183.5,292,-14.57,-1.0,6.0,2k1r2r/pp3pbp/2q3p1/2R3B1/1P2p3/5KP1/P1P2P1P/R7 w - - 0 23,Game0813-3,0.009999999999999787,3,0
Ke3,['f3e3'],w,112.2,296,-14.71,0.0,4.1000000000000085,2k1r2r/pp3pbp/2q3p1/2R3B1/1P2p3/4K1P1/P1P2P1P/R7 b - - 1 23,Game0813-3,0.14000000000000057,0,-4
Qxc5+,['c6c5'],b,249.7,362,-14.49,-8.0,66.19999999999999,2k1r2r/pp3pbp/6p1/2q3B1/1P2p3/4K1P1/P1P2P1P/R7 w - - 0 24,Game0813-3,0.22000000000000064,0,-1
bxc5,['b4c5'],w,113.8,364,-14.64,1.0,1.5999999999999943,2k1r2r/pp3pbp/6p1/2P3B1/4p3/4K1P1/P1P2P1P/R7 b - - 0 24,Game0813-3,0.15000000000000036,0,-1
Bxa1,['g7a1'],b,251.7,366,-14.41,-8.0,2.0,2k1r2r/pp3p1p/6p1/2P3B1/4p3/4K1P1/P1P2P1P/b7 w - - 0 25,Game0813-3,0.23000000000000043,0,-2
Bf6,['g5f6'],w,119.2,371,-19.9,2.0,5.400000000000006,2k1r2r/pp3p1p/5Bp1/2P5/4p3/4K1P1/P1P2P1P/b7 b - - 1 25,Game0813-3,5.489999999999998,1,0
Bxf6,['a1f6'],b,258.6,378,-20.04,-6.0,6.900000000000034,2k1r2r/pp3p1p/5bp1/2P5/4p3/4K1P1/P1P2P1P/8 w - - 0 26,Game0813-3,0.14000000000000057,0,-1
g4,['g3g4'],w,123.0,382,-20.53,0.0,3.799999999999997,2k1r2r/pp3p1p/5bp1/2P5/4p1P1/4K3/P1P2P1P/8 b - - 0 26,Game0813-3,0.490000000000002,2,0
Bg5+,['f6g5'],b,260.0,383,-20.25,-6.0,1.3999999999999773,2k1r2r/pp3p1p/6p1/2P3b1/4p1P1/4K3/P1P2P1P/8 w - - 1 27,Game0813-3,0.28000000000000114,2,0
f4,['f2f4'],w,125.7,386,-20.54,-1.0,2.700000000000003,2k1r2r/pp3p1p/6p1/2P3b1/4pPP1/4K3/P1P4P/8 b - f3 0 27,Game0813-3,0.28999999999999915,2,0
Bh4,['g5h4'],b,266.1,392,-19.68,-8.0,6.100000000000023,2k1r2r/pp3p1p/6p1/2P5/4pPPb/4K3/P1P4P/8 w - - 1 28,Game0813-3,0.8599999999999994,0,-6
f5,['f4f5'],w,128.1,395,-21.03,-4.0,2.3999999999999915,2k1r2r/pp3p1p/6p1/2P2P2/4p1Pb/4K3/P1P4P/8 b - - 0 28,Game0813-3,1.3500000000000014,2,0
gxf5,['g6f5'],b,268.8,397,-21.8,-5.0,2.6999999999999886,2k1r2r/pp3p1p/8/2P2p2/4p1Pb/4K3/P1P4P/8 w - - 0 29,Game0813-3,0.7699999999999996,0,-3
gxf5,['g4f5'],w,128.9,398,-22.46,-4.0,0.8000000000000114,2k1r2r/pp3p1p/8/2P2P2/4p2b/4K3/P1P4P/8 b - - 0 29,Game0813-3,0.6600000000000001,3,0
Rhg8,['h8g8'],b,273.1,402,-23.52,-3.0,4.300000000000011,2k1r1r1/pp3p1p/8/2P2P2/4p2b/4K3/P1P4P/8 w - - 1 30,Game0813-3,1.0599999999999987,4,0
c6,['c5c6'],w,129.9,403,-23.95,-7.0,1.0,2k1r1r1/pp3p1p/2P5/5P2/4p2b/4K3/P1P4P/8 b - - 0 30,Game0813-3,0.4299999999999997,0,-3
bxc6,['b7c6'],b,276.0,406,-25.6,-6.0,2.8999999999999773,2k1r1r1/p4p1p/2p5/5P2/4p2b/4K3/P1P4P/8 w - - 0 31,Game0813-3,1.6500000000000021,1,-5
c4,['c2c4'],w,134.0,410,-25.59,-4.0,4.099999999999994,2k1r1r1/p4p1p/2p5/5P2/2P1p2b/4K3/P6P/8 b - - 0 31,Game0813-3,0.010000000000001563,0,-1
Rg2,['g8g2'],b,280.1,415,-25.03,-1.0,4.100000000000023,2k1r3/p4p1p/2p5/5P2/2P1p2b/4K3/P5rP/8 w - - 1 32,Game0813-3,0.5599999999999987,3,-1
Kf4,['e3f4'],w,139.8,420,#-1,-2.0,5.800000000000011,2k1r3/p4p1p/2p5/5P2/2P1pK1b/8/P5rP/8 b - - 2 32,Game0813-3,5.030000000000001,0,-1
Rxh2,['g2h2'],b,285.2,425,#-5,-2.0,5.099999999999966,2k1r3/p4p1p/2p5/5P2/2P1pK1b/8/P6r/8 w - - 0 33,Game0813-3,0,1,-4
Kg4,['f4g4'],w,140.8,426,#-3,-1.0,1.0,2k1r3/p4p1p/2p5/5P2/2P1p1Kb/8/P6r/8 b - - 1 33,Game0813-3,0,0,-5
e3,['e4e3'],b,289.7,431,#-3,-1.0,4.5,2k1r3/p4p1p/2p5/5P2/2P3Kb/4p3/P6r/8 w - - 0 34,Game0813-3,0,0,-5
a4,['a2a4'],w,144.6,435,#-3,5.0,3.799999999999983,2k1r3/p4p1p/2p5/5P2/P1P3Kb/4p3/7r/8 b - - 0 34,Game0813-3,0,2,0
Re4+,['e8e4'],b,291.0,436,#-4,3.0,1.3000000000000114,2k5/p4p1p/2p5/5P2/P1P1r1Kb/4p3/7r/8 w - - 1 35,Game0813-3,0,7,0
Kf3,['g4f3'],w,147.9,439,#-4,4.0,3.3000000000000114,2k5/p4p1p/2p5/5P2/P1P1r2b/4pK2/7r/8 b - - 2 35,Game0813-3,0,1,0
Rxc4,['e4c4'],b,301.6,450,#-3,-7.0,10.600000000000023,2k5/p4p1p/2p5/5P2/P1r4b/4pK2/7r/8 w - - 0 36,Game0813-3,0,1,-1
Kxe3,['f3e3'],w,148.9,451,#-3,2.0,1.0,2k5/p4p1p/2p5/5P2/P1r4b/4K3/7r/8 b - - 0 36,Game0813-3,0,2,0
Rxa4,['c4a4'],b,303.2,453,#-7,-7.0,1.599999999999966,2k5/p4p1p/2p5/5P2/r6b/4K3/7r/8 w - - 0 37,Game0813-3,0,0,-2
f6,['f5f6'],w,150.8,454,#-3,1.0,1.9000000000000057,2k5/p4p1p/2p2P2/8/r6b/4K3/7r/8 b - - 0 37,Game0813-3,0,2,0
Rh3+,['h2h3'],b,305.1,456,#-2,-6.0,1.900000000000034,2k5/p4p1p/2p2P2/8/r6b/4K2r/8/8 w - - 1 38,Game0813-3,0,1,-1
Ke2,['e3e2'],w,152.9,458,#-2,0.0,2.0999999999999943,2k5/p4p1p/2p2P2/8/r6b/7r/4K3/8 b - - 2 38,Game0813-3,0,1,0
Ra2+,['a4a2'],b,306.4,460,#-1,-6.0,1.2999999999999545,2k5/p4p1p/2p2P2/8/7b/7r/r3K3/8 w - - 3 39,Game0813-3,0,1,0
Kd1,['e2d1'],w,154.7,462,#-1,-1.0,1.799999999999983,2k5/p4p1p/2p2P2/8/7b/7r/r7/3K4 b - - 4 39,Game0813-3,0,0,-1
Rh1#,['h3h1'],b,308.5,464,#-0,nan,2.1000000000000227,2k5/p4p1p/2p2P2/8/7b/8/r7/3K3r w - - 5 40,Game0813-3,0,-5,5
e4,['e2e4'],w,0.0,0,0.38,-1.0,0.0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Game0813-4,0.38,1,-2
e6,['e7e6'],b,0.1,1,0.44,2.0,0.1,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0813-4,0.06,2,0
Nf3,['g1f3'],w,2.3,3,0.23,-2.0,2.3,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Game0813-4,0.21,0,-6
Nf6,['g8f6'],b,2.0,5,1.23,0.0,1.9,rnbqkb1r/pppp1ppp/4pn2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Game0813-4,1.0,2,0
